course,unit,node_id,cluster,theme,learning_objective,statement,classification,date,historical_development
APWH,7,a_7dwL,The Economy in the Interwar Period: 1918 to 1939,ECN,Explain how different governments responded to economic crisis after 1900.,"Lenin introduced the New Economic Policy (NEP) in 1921, allowing peasants to sell surplus grain in markets rather than surrendering it to the state, marking a temporary retreat from strict communist economic control.",Supporting,1921,
APWH,7,a_8u7B,Shifting Power After 1900,GOV,Explain how internal and external factors contributed to change in various states after 1900.,"In Russia, the combination of internal unrest and external military pressures ultimately led to the Bolshevik communist revolution.",Essential,Early 20th century,"The older, land-based Ottoman, Russian, and Qing empires collapsed due to a combination of internal and external factors. These changes in Russia eventually led to communist revolution."
APWH,7,a_8yIX,Shifting Power After 1900,GOV,Explain how internal and external factors contributed to change in various states after 1900.,"During World War I, severe food shortages and heavy casualties led to mass protests and military mutinies that sparked the February Revolution of 1917, toppling the Tsarist regime.",Essential,1917,
APWH,7,a_9RG2,The Economy in the Interwar Period: 1918 to 1939,GOV,Explain how different governments responded to economic crisis after 1900.,A totalitarian state is a political system where the government exercises complete authority and control over all aspects of society.,Supporting,20th century,
APWH,7,a_9xHb,The Economy in the Interwar Period: 1918 to 1939,GOV,Explain how different governments responded to economic crisis after 1900.,"After Lenin's death in 1924, Joseph Stalin outmaneuvered his rival Leon Trotsky and consolidated power through his position as General Secretary of the Communist Party, allowing him to abandon Lenin's more moderate NEP in favor of aggressive industrialization.",Supporting,1924,
APWH,7,a_Ak4B,Conducting World War I,,Explain how governments used a variety of methods to conduct war.,"The Zimmermann Telegram was a secret message sent by Germany to Mexico, proposing a military alliance against the United States in exchange for helping Mexico reclaim lost territories.",Supporting,,New military technology led to increased levels of wartime casualties.
APWH,7,a_B2kq,Conducting World War I,GOV,Explain how governments used a variety of methods to conduct war.,"President Wilson proposed the Fourteen Points in 1918, insisting on open diplomacy instead of punitive terms to shape a fair post–World War I peace.",Supporting,1918,
APWH,7,a_Ext9,Unresolved Tensions After World War I,GOV,Explain the continuities and changes in territorial holdings from 1900 to the present.,"Gandhi's Salt March of 1930, which protested the British monopoly on salt production by illegally making salt from seawater, led to negotiations between British authorities and Indian leaders, furthering the cause of Indian independence.",Essential,1930,
APWH,7,a_FQr4,Unresolved Tensions After World War I,GOV,Explain the continuities and changes in territorial holdings from 1900 to the present.,"The Greater East Asia Co-Prosperity Sphere was Japan's proposed economic and political bloc of Asian nations, established in 1940, which aimed to create an Asian-led order free from Western powers but under Japanese leadership and control.",Essential,1940,
APWH,7,a_HH9E,Shifting Power After 1900,GOV,Explain how internal and external factors contributed to change in various states after 1900.,"The Boxer Rebellion and subsequent foreign interventions led to more unequal treaties, further undermining Qing authority.",Supporting,1900-1901,
APWH,7,a_HJmn,Shifting Power After 1900,GOV,Explain how internal and external factors contributed to change in various states after 1900.,European support for Balkan nationalist movements forced the Ottoman Empire to cede territory in the Balkans and lose regional influence.,Supporting,Early 1900s,
APWH,7,a_IL5c,Unresolved Tensions After World War I,CDI,Explain the continuities and changes in territorial holdings from 1900 to the present.,"The May Fourth Movement in China during 1919, sparked by student protests against the Treaty of Versailles' decision to transfer German colonial holdings to Japan rather than return them to China, merged cultural, political, and anti-imperialist elements to challenge Japanese influence.",Essential,1919,
APWH,7,a_Lefe,Shifting Power After 1900,GOV,Explain how internal and external factors contributed to change in various states after 1900.,"The Russo-Japanese War from 1904-1905 erupted when Russia and Japan clashed over competing imperial ambitions in Manchuria and Korea, resulting in a surprising Japanese victory that marked the first time in modern history that an Asian power defeated a European power.",Supporting,1904-1905,
APWH,7,a_OTxU,Unresolved Tensions After World War I,GOV,Explain the continuities and changes in territorial holdings from 1900 to the present.,"The Amritsar Massacre in 1919, where British troops fired on a peaceful crowd of unarmed Indian protesters killing 379 people and wounding over 1,200, increased Indian support for the Indian National Congress and Gandhi's independence movement.",Essential,1919,
APWH,7,a_Oau1,Conducting World War II,GOV,Explain similarities and differences in how governments used a variety of methods to conduct war.,"Under Stalin, the Soviet Union promoted nationalism through class-based solidarity across ethnic groups and by framing the conflict as an anti-fascist defense of the socialist motherland.",Essential,1941-1945,
APWH,7,a_OdWK,Shifting Power After 1900,TEC,Explain how internal and external factors contributed to change in various states after 1900.,Japan’s victory over China in the First Sino-Japanese War demonstrated the power of modernization and revealed the Qing Dynasty’s vulnerability.,Supporting,1894-1895,
APWH,7,a_PGWM,Conducting World War II,GOV,Explain similarities and differences in how governments used a variety of methods to conduct war.,"In the 1941 Lend-Lease Act, the United States gave up all pretensions of neutrality by 
lending war materials to Britain.",Supporting,1941,
APWH,7,a_PQwR,Conducting World War I,GOV,Explain how governments used a variety of methods to conduct war.,"Allied propaganda highlighted German brutality and framed the war as protecting civilization, whereas Central Powers propaganda concentrated on promoting domestic solidarity, patriotic sacrifice, and depicting Allied nations as imperial invaders threatening their independence and cultural heritage.",Supporting,1914-1918,
